токен,класс,k,до ближайшего,сосед свой
LL,подслово,1,0.7477521737346958,False
Ġsending,смысл-редк,1,0.7360366388893684,False
Ġbe,служ,2,0.5574917086193069,True
the,подслово,1,0.5142889346911036,False
ĠHe,служ,1,0.6410141485592327,False
Ġfound,смысл-част,2,0.3364101703290497,True
Ġbecame,смысл-част,1,0.7777096176124997,False
Ġthe,служ,7,0.2933335482773682,True
Ġ(,пункт,1,0.7918768996271374,False
Ġhotel,смысл-редк,3,0.32049899320163033,True
Ġa,служ,4,0.40636982443465414,True
Ġbe,служ,2,0.5574917086193069,True
Ġaround,служ,1,0.7445953997177445,False
Ġto,служ,2,0.45139042559749826,True
",",сток,5,0.019883670184292993,False
Ġbeyond,служ,1,0.775727861497543,False
Ġfriend,смысл-част,2,0.3639678260057423,True
Ġme,служ,3,0.26878169862733,True
Ġthe,служ,7,0.3723074991546452,True
Ġasking,смысл-редк,1,0.7047681743428283,False
Ġit,служ,4,0.4975867228820462,True
Ġthe,сток,7,0.019883670184292993,False
Ġof,служ,3,0.6155706185641286,True
.,пункт,5,0.26196093962826783,True
Ġvan,смысл-редк,2,0.47396338453563897,True
ĠID,смысл-редк,3,0.4170159645962255,True
.,пункт,5,0.3355734223687912,True
Ġmy,служ,5,0.25271378010243367,True
Ġdidn,смысл-част,2,0.3664864993018512,True
Ġme,служ,3,0.26878169862733,True
Ġbedroom,смысл-редк,1,0.7349148085721061,False
sd,подслово,1,0.7239659750454691,False
ĠYears,смысл-редк,1,0.7438256590709619,False
Ġwill,служ,1,0.6884559908740872,False
night,подслово,1,0.7426824947066204,False
Ġmy,служ,5,0.4374249716811113,True
Ġwho,служ,1,0.7793463855456788,False
Ġon,служ,2,0.5011663637193393,True
Ġfull,смысл-част,1,0.8026877664544592,False
Ġsoft,смысл-редк,1,0.6949016442936612,False
Ġwere,служ,2,0.4783598525686242,True
Ġit,служ,4,0.4975867228820462,True
Ġthe,сток,7,0.2185478051951953,False
Ġme,служ,3,0.3431467506639405,True
't,подслово,3,0.1926774572176322,True
ĠAs,служ,1,0.7314235900636651,False
Ġhorrible,смысл-редк,1,0.704069203994538,False
Ġhe,служ,1,0.6282438881756804,False
Ġso,служ,1,0.8030719337012032,False
Ġsuite,смысл-редк,1,0.597970146948434,False
Ġand,служ,5,0.45472016261233966,True
Ġhelpful,смысл-редк,1,0.6071559462587671,False
Ġcall,смысл-част,2,0.17013676833332547,True
ĠID,смысл-редк,3,0.24534876380064377,True
ĠThe,служ,2,0.27901458905930737,True
ĠI,служ,5,0.39768109586502504,True
Ġmaking,смысл-част,1,0.7742706366215449,False
Ġcall,смысл-част,2,0.17013676833332547,True
Ġcalled,смысл-част,2,0.47595719906766065,True
Ġdriver,смысл-редк,1,0.720898748488399,False
ĠEve,смысл-редк,1,0.7245945407119916,False
Ġservice,смысл-част,2,0.43952993882477215,True
Ġthe,служ,7,0.2933335482773682,True
Ġwere,служ,2,0.4783598525686242,True
Ġcard,смысл-редк,2,0.3072888441241314,True
Ġmy,служ,5,0.23999008711718137,True
ĠI,служ,5,0.34507756426112784,True
's,подслово,2,0.5537159845299723,True
ĠTalk,смысл-редк,1,0.8833840410619829,False
Ġoffice,смысл-редк,1,0.656890374338867,False
Ġsucked,смысл-редк,1,0.6146256461384118,False
?,пункт,1,0.7737819666789667,False
Ġof,служ,3,0.40965657362625296,True
Ġthe,служ,7,0.5142889346911036,False
they,подслово,1,0.6684147462135741,False
.,пункт,5,0.26196093962826783,True
Ġfriends,смысл-част,1,0.5833240094152505,False
Ġdidn,смысл-част,2,0.3664864993018512,True
Ġmaid,смысл-редк,1,0.6365018679092869,False
Ġvan,смысл-редк,2,0.47396338453563897,True
ĠThey,служ,2,0.3505326932033163,True
ĠSo,служ,1,0.7484312388282115,False
Ġstaff,смысл-част,1,0.597970146948434,False
bit,подслово,1,0.7152994831105501,False
Ġmy,служ,5,0.23999008711718137,True
Ġhotel,смысл-редк,3,0.3399432538158705,True
.,сток,5,0.063861355731284,False
Ġfive,смысл-част,1,0.7778990769356682,False
Ġlong,смысл-част,1,0.9275470359622938,False
Ġ3,пункт,1,0.7912525481141794,False
Ġabout,служ,1,0.7755911735324895,False
Ġgo,смысл-част,1,0.7490424994229431,False
Ġwas,служ,4,0.4478259215846395,True
Ġparty,смысл-част,1,0.6962606783231042,False
Ġwas,служ,4,0.37484479441975993,True
.,пункт,5,0.33315683367174725,True
Ġstuck,смысл-редк,1,0.6958742644816707,False
Ġtimes,смысл-част,1,0.8156508923746301,False
",",пункт,5,0.46956691595478,True
...,пункт,1,0.7348355059620075,False
Ġcard,смысл-редк,2,0.3072888441241314,True
Ġa,служ,4,0.41200070743030875,True
Ġended,смысл-редк,1,0.7572912998501424,False
Ġthat,служ,2,0.48093178759715355,True
ĠMy,служ,1,0.657891356397104,False
Ġsize,смысл-част,1,0.7508514970166378,False
't,подслово,3,0.1926774572176322,True
Ġsame,служ,1,0.7735951370875398,False
),пункт,1,0.7781207507489053,False
ĠThe,служ,2,0.27901458905930737,True
",",пункт,5,0.40127978713522866,True
Ġshuttle,смысл-редк,1,0.78415722772768,False
Ġthe,служ,7,0.3723074991546452,True
Ġand,служ,5,0.2451272819058598,True
ĠScott,смысл-редк,1,0.72802790775281,False
Ġkitchen,смысл-редк,1,0.6639379664033576,False
Ġpill,смысл-редк,1,0.7502593078548964,False
Ġ2,пункт,1,0.7912525481141794,False
Ġback,смысл-част,1,0.8541676774502382,False
ĠID,смысл-редк,3,0.24534876380064377,True
",",пункт,5,0.4676330796185377,True
ĠNew,смысл-част,1,0.7507085117944013,False
Ġstaying,смысл-редк,1,0.7561213910347385,False
Ġnot,служ,1,0.7969734669997864,False
Ġtoo,служ,2,0.6962116083865175,True
Ġservice,смысл-част,2,0.43952993882477215,True
Ġin,служ,1,0.7831267155219094,False
's,подслово,2,0.5537159845299723,True
Ġwithin,служ,1,0.775727861497543,False
Ġthere,служ,2,0.6388405630351792,True
ĠThey,служ,2,0.3505326932033163,True
Ġcredit,смысл-част,1,0.634946980373795,False
Ġof,служ,3,0.40965657362625296,True
Ġguest,смысл-редк,1,0.6230444556610469,False
Ġopinion,смысл-редк,1,0.7230522774483645,False
ĠWE,служ,1,0.7477521737346958,False
Ġhad,служ,1,0.7408198641734639,False
Ġapparently,смысл-редк,1,0.708440004012705,False
Ġthere,служ,2,0.6388405630351792,True
ĠW,смысл-част,1,0.6891507702640393,False
Ġand,служ,5,0.5670378334803228,True
Ġeven,служ,1,0.8660707691069598,False
Ġyou,служ,1,0.735017294034872,False
ĠApparently,смысл-редк,1,0.708440004012705,False
Ġtoo,служ,2,0.6962116083865175,True
Ġplace,смысл-част,1,0.6559777954937425,False
Ġwon,смысл-част,1,0.775861122346148,False
Ġon,служ,2,0.5011663637193393,True
't,подслово,3,0.3802103227402447,True
Ġroom,смысл-част,1,0.6013673072069055,False
Ġfound,смысл-част,2,0.3364101703290497,True
Ġsucks,смысл-редк,1,0.6146256461384118,False
Ġgym,смысл-редк,2,0.29118501871578123,True
Ġone,служ,1,0.939461863097339,False
Ġfriend,смысл-част,2,0.3639678260057423,True
ĠI,служ,5,0.39768109586502504,True
Ġat,служ,2,0.44319836732999845,True
",",пункт,5,0.40127978713522866,True
Ġkids,смысл-част,1,0.7110051341196377,False
Ġokay,смысл-редк,1,0.7226993351094256,False
CE,подслово,1,0.7245945407119916,False
Ġdebit,смысл-редк,1,0.634946980373795,False
Ġthen,служ,2,0.4780336513175018,True
ale,подслово,1,0.6891507702640393,False
Ġit,служ,4,0.4626212230639748,True
Ġour,служ,1,0.6895594936766788,False
Ġand,служ,5,0.2451272819058598,True
Ġat,служ,2,0.44319836732999845,True
Ġbc,смысл-редк,1,0.7573502593152067,False
Ġto,служ,2,0.45139042559749826,True
Ġa,служ,4,0.40636982443465414,True
Ġcame,смысл-част,1,0.7490424994229431,False
Ġgym,смысл-редк,2,0.29118501871578123,True
Ġthat,служ,2,0.48093178759715355,True
ĠI,служ,5,0.29831434643085947,True
Ġwas,служ,4,0.37484479441975993,True
Ġhors,смысл-редк,1,0.938856538198033,False
ing,подслово,1,0.7445953997177445,False
Ġwere,служ,2,0.4228636667928915,True
Ġone,служ,1,0.914414210264824,False
",",пункт,9,0.335398993117192,True
ĠAs,служ,1,0.7207546338609727,False
ĠThis,служ,1,0.7703159664665675,False
Ġthe,служ,7,0.5067872267966793,False
Ġwith,служ,2,0.5500310808862241,True
Ġit,служ,3,0.45587316949507656,True
Ġgot,смысл-част,1,0.7178430700993914,False
ĠScott,смысл-редк,1,0.7913826238381696,False
the,подслово,1,0.5067872267966793,False
Ġand,служ,3,0.4829927100118561,True
ĠW,смысл-част,1,0.6790984292062964,False
Ġthat,служ,2,0.47391664582696547,True
Ġup,служ,2,0.5296374125115256,True
Ġfull,смысл-част,1,0.7909793108603566,False
Ġback,смысл-част,1,0.9297981676718277,False
.,пункт,8,0.270965986048787,True
Ġguy,смысл-редк,1,0.7596719840570931,False
Ġcard,смысл-редк,3,0.30280655607097884,True
ĠThe,служ,3,0.3040827791892411,True
Ġcouldn,смысл-редк,1,0.8033903461447806,False
Ġhelpful,смысл-редк,1,0.5982996278588162,False
Ġfriendly,смысл-редк,1,0.5982996278588162,False
Ġwas,служ,4,0.36937709724838,True
Ġ7,пункт,1,0.7832563647945627,False
Ġmy,служ,2,0.48036246715981207,True
Ġservice,смысл-част,3,0.43311870772586086,True
",",сток,9,0.019593635778475515,False
Ġto,служ,3,0.49082847704245414,True
Ġbe,служ,1,0.7562208439805385,False
ĠThe,служ,3,0.27494472520609636,True
Ġyou,служ,2,0.4211476657343419,True
Ġstaff,смысл-част,1,0.5943093764643973,False
",",пункт,9,0.386908991928381,True
Ġof,служ,3,0.5762973907955915,True
Ġof,служ,3,0.5976103508710767,True
Ġtons,смысл-редк,1,0.776690102060077,False
Ġhave,служ,1,0.63912697740327,False
they,подслово,1,0.6632175296116826,False
ĠMy,служ,1,0.663573299532226,False
Ġmaid,смысл-редк,1,0.6272174933773348,False
Ġstaying,смысл-редк,1,0.8008520694909272,False
Ġthere,служ,2,0.6295220749796704,True
Ġtoo,служ,2,0.6860562739693774,True
.,пункт,8,0.35933893818429635,True
Ġguest,смысл-редк,1,0.6809026511119948,False
't,подслово,2,0.38993974419166405,True
Ġdoubtful,смысл-редк,1,0.6891908126405534,False
Ġcard,смысл-редк,3,0.35734472272417894,True
.,сток,8,0.03493074329429933,True
Ġcall,смысл-част,1,0.6450627757344937,False
ĠSo,служ,1,0.696199749577982,False
Ġme,служ,1,0.7117843925605639,False
ĠID,смысл-редк,2,0.3958906130352684,True
Ġthe,сток,7,0.019593635778475515,False
Ġcalled,смысл-част,3,0.36688816681280373,True
Ġbusiness,смысл-част,1,0.8095548621754177,False
Ġservice,смысл-част,3,0.47099696511072864,True
Ġwith,служ,2,0.5500310808862241,True
ĠI,служ,3,0.29396296545280187,True
Ġit,служ,3,0.6457102664997558,True
ĠThe,служ,3,0.27494472520609636,True
ĠApparently,смысл-редк,1,0.8118893813649319,False
Ġeven,служ,2,0.22899251615472366,True
Ġthen,служ,1,0.8772840925186265,False
Ġthat,служ,2,0.47391664582696547,True
Ġa,служ,3,0.4059910331967096,True
",",пункт,9,0.3985615051148623,True
ale,подслово,1,0.6790984292062964,False
Ġafter,служ,1,0.7688046957660762,False
ĠID,смысл-редк,2,0.3958906130352684,True
Ġunder,служ,1,0.7316218208341161,False
Ġthere,служ,2,0.6295220749796704,True
Ġgym,смысл-редк,2,0.2869376301248713,True
Ġa,служ,3,0.40044228543005117,True
Ġwas,служ,4,0.38649918864112287,True
Ġhe,служ,1,0.627491210852368,False
Ġlike,смысл-част,1,0.7236154813022245,False
),пункт,1,0.7601722519373698,False
Ġopinion,смысл-редк,1,0.7125054299236873,False
Ġto,служ,3,0.49082847704245414,True
Ġmy,служ,2,0.48036246715981207,True
Ġin,служ,2,0.5284966975069129,True
Ġmiles,смысл-редк,1,0.8081210027909566,False
",",пункт,9,0.39542649427985493,True
Ġhotel,смысл-редк,2,0.3199078024709233,True
Ġwho,служ,3,0.7112957759811893,True
Ġhors,смысл-редк,1,0.9350983481056926,False
Ġand,служ,3,0.39506647945172624,True
Ġwas,служ,4,0.44129368061138763,True
Ġcustomer,смысл-редк,1,0.6714115169129483,False
ĠEve,смысл-редк,1,0.7329757993086099,False
Ġago,смысл-редк,1,0.7805392139988172,False
Ġtimes,смысл-част,1,0.8247483708879507,False
Ġfriends,смысл-част,2,0.5351835622693795,True
that,подслово,1,0.679228032624166,False
Ġfriends,смысл-част,2,0.5351835622693795,True
Ġdebit,смысл-редк,1,0.7048657222081288,False
Ġthe,сток,7,0.21535994388815277,False
Ġuse,смысл-част,1,0.7059812535452701,False
Ġsuite,смысл-редк,1,0.6385586392027341,False
Ġeven,служ,2,0.22899251615472366,True
oo,подслово,1,0.696199749577982,False
Ġplace,смысл-част,2,0.23683777805771006,True
Ġthe,служ,7,0.40756080304387887,True
Ġfor,служ,3,0.5397995119743795,True
Ġtoo,служ,2,0.6860562739693774,True
Ġa,служ,3,0.40044228543005117,True
Ġbedroom,смысл-редк,1,0.6863764428581427,False
Ġcalled,смысл-част,3,0.36688816681280373,True
Ġfound,смысл-част,2,0.33150310221949025,True
Ġhappened,смысл-част,1,0.7818138540407645,False
Ġ(,пункт,1,0.7803261374220103,False
Ġour,служ,1,0.7289477714777632,False
Ġsucks,смысл-редк,2,0.29690650557552994,True
Ġbeyond,служ,1,0.7206133751234639,False
.,сток,8,0.028729565600745854,False
Ġgo,смысл-част,1,0.7532188994635981,False
ĠI,служ,3,0.6234793127550547,True
de,подслово,1,0.7917770309926594,False
ĠON,служ,1,0.7387884084888092,False
Ġthe,служ,7,0.28905482002486654,True
",",пункт,9,0.3985615051148623,True
bit,подслово,1,0.7048657222081288,False
Ġwere,служ,2,0.4228636667928915,True
ĠHe,служ,1,0.6123040767574297,False
ĠYears,смысл-редк,1,0.7329757993086099,False
Ġfound,смысл-част,2,0.33150310221949025,True
Ġup,служ,2,0.5296374125115256,True
Ġalthough,служ,1,0.806875085917494,False
Ġwho,служ,3,0.47782226247830734,True
Ġin,служ,2,0.5284966975069129,True
Ġoffice,смысл-редк,1,0.6473086015754517,False
Ġnecessarily,смысл-редк,1,0.8147552102847307,False
ĠWE,служ,1,0.7368450396192251,False
Ġaround,служ,1,0.7337343120850317,False
Ġunderstand,смысл-част,1,0.7710596786264375,False
Ġof,служ,3,0.5762973907955915,True
.,пункт,8,0.270965986048787,True
Ġawful,смысл-редк,1,0.7206133751234639,False
",",пункт,9,0.3912435305486445,True
Ġended,смысл-редк,1,0.7818138540407645,False
Ġhere,служ,2,0.5068891588418828,True
Ġfree,смысл-част,1,0.8058791405061221,False
Ġhere,служ,2,0.5068891588418828,True
?,пункт,1,0.6441830057722879,False
Ġyou,служ,2,0.4211476657343419,True
Ġcalled,смысл-част,3,0.3968207163489354,True
.,пункт,8,0.31159392726273216,True
Ġdeal,смысл-част,1,0.7210686092437214,False
Ġit,служ,3,0.45587316949507656,True
Ġgym,смысл-редк,2,0.2869376301248713,True
